phrase	tag
mual kil	ADJ
mual mawi	ADJ
muang lei	ADJ
muang takin	ADJ
mum sawl	ADJ
mumang nei	ADJ
mumang neih	ADJ
muni ngaklang	ADJ
mut tlàn	ADJ
mut tlui	ADJ
na nge	ADJ
na ve ang	ADJ
nak ruh	ADJ
naka laiin	ADJ
nakin deuhvah	ADJ
nakin lawkah	ADJ
nakkum ah	ADJ
nal nal	ADJ
nal theih	ADJ
nam thiu	ADJ
nam thluk	ADJ
namai lo	ADJ
nan chin	ADJ
nang e	ADJ
nâng e	ADJ
nanpan tet lai	ADJ
nasat poh leh	ADJ
nasat veleh	ADJ
nat hâwn	ADJ
nat ni nei	ADJ
natna hrik	ADJ
nâu nei	ADJ
nau neih	ADJ
nâufa dawntuai	ADJ
nauno pawm	ADJ
naupang ber	ADJ
naupang chal a	ADJ
naupang chal â	ADJ
naupang chal-a	ADJ
naupang chhe	ADJ
naupang chhia	ADJ
naupang hri	ADJ
naupang kaih	ADJ
naupang sual	ADJ
naupang suâl	ADJ
naupang zawk	ADJ
naupan-tet lai	ADJ
naupan-têt lai	ADJ
nawh thuh	ADJ
nawh tlêt	ADJ
nawi nep	ADJ
nâwi nep	ADJ
nawk nawk	ADJ
nawl rawpawn	ADJ
nawn leh	ADJ
nawn nawn	ADJ
nawr chip	ADJ
nawr fai	ADJ
nâwt tlê	ADJ
nei nei	ADJ
neih thinglung khawng	ADJ
neih thinglung khâwng	ADJ
neihfaka rilbawm	ADJ
neihfâka rilbâwm	ADJ
neih-pa tâwp	ADJ
nêk sawr	ADJ
nel takin	ADJ
nêl takin	ADJ
nel tiau	ADJ
nel ṭiau	ADJ
nem muk	ADJ
nem sâwr	ADJ
nem siwr	ADJ
nem thap	ADJ
nêm thap	ADJ
nem thawp	ADJ
nêm thawp	ADJ
nem thep	ADJ
nêm thep	ADJ
nem thep thup	ADJ
nêm thep thup	ADJ
nem thup thup	ADJ
nêm thup thup	ADJ
nema chhinchhiah	ADJ
nemi nu chhu uih	ADJ
nêmi nu chhu uih	ADJ
nêmi-nu chhu uih	ADJ
nen nen	ADJ
nep nep	ADJ
nér sawk	ADJ
nga; (eng)	ADJ
ngah ngah	ADJ
ngâi vêk	ADJ
ngaih rûk	ADJ
ngaih zawn	ADJ
ngaih zâwn	ADJ
ngaihnat zawng	ADJ
ngaihnêp zawng	ADJ
ngaihthlâk ruk	ADJ
ngaihthlâk rûk	ADJ
ngaihtuah táwi	ADJ
ngainat zawng	ADJ
ngainat zâwng	ADJ
ngaithla ru	ADJ
ngâithla ru	ADJ
ngaizam thiam	ADJ
ngak ngak	ADJ
ngal khi	ADJ
ngal ngêt	ADJ
ngal ruh	ADJ
ngam pa	ADJ
ngam pat	ADJ
ngam tlak	ADJ
ngam tlâk	ADJ
ngamthlem hmang	ADJ
ngamthlêm hmang	ADJ
ngan do bel	ADJ
ngân do bêl	ADJ
ngan hel	ADJ
ngan hlak	ADJ
ngang ngang	ADJ
ngar hem	ADJ
ngar kheng	ADJ
ngar ngar	ADJ
ngau hmai hang	ADJ
ngâu hmai hâng	ADJ
ngaw bawn	ADJ
ngaw hnuai	ADJ
ngawdur phengphehlep	ADJ
ngawdur phengphehlp	ADJ
ngawh ngo	ADJ
ngawi zawn	ADJ
ngâwi zâwn	ADJ
ngawih rûkpui	ADJ
ngâwihem țawng	ADJ
ngawng ngawng	ADJ
ngawr hrik	ADJ
ngawr ngawr	ADJ
ngawt e	ADJ
ngawt ngawt	ADJ
ngawt ngawt a!	ADJ
ngawt suah	ADJ
ngei chhap a	ADJ
ngei thlak	ADJ
ngei thlâk	ADJ
ngeih ngeih	ADJ
ngek ngek	ADJ
ngel ngel	ADJ
ngelh ngelh	ADJ
ngen chi	ADJ
ngên chi	ADJ
ngeng ngeng	ADJ
nger nger	ADJ
nget nget	ADJ
nghahchhan phum	ADJ
nghahchhan phûm	ADJ
nghahchhhan phum	ADJ
nghahchhhan phûm	ADJ
nghahfaka neih	ADJ
nghahfâka neih	ADJ
nghakhing thui	ADJ
nghakhing ṭhui	ADJ
nghakuai chiah	ADJ
nghakuai ngul	ADJ
nghal ṭhiang	ADJ
nghal tim chhuah	ADJ
nghat nghat	ADJ
nghawng kawr	ADJ
nghawng thlung chah	ADJ
nghawng thlung chat	ADJ
nghawngkawl hnam	ADJ
nghâwngkawl hnam	ADJ
nghek nghek	ADJ
nghel nghet	ADJ
ngheng ngeng	ADJ
ngheng ngheng	ADJ
nghet nghet	ADJ
ngheuh ngheuh	ADJ
nghial nghial	ADJ
nghiat nghiat	ADJ
nghing ngheng	ADJ
nghinte thi	ADJ
ngho khen	ADJ
ngiah ngiah	ADJ
ngialngan takin	ADJ
ngiat ngiat	ADJ
ngin ngen	ADJ
ngin ngiau	ADJ
ngir nger	ADJ
ngit nget	ADJ
ngiu ngiau	ADJ
nguah nguah	ADJ
nguar nguar	ADJ
ngul kuai	ADJ
ngun takin	ADJ
ngûnhnam vai	ADJ
ngûnhnâm vai	ADJ
ngunhnam vai thiam	ADJ
ngunhnâm vai thiam	ADJ
ngûnhnam vai thiam	ADJ
ngûnhnâm vai thiam	ADJ
ngûnte-thi ang	ADJ
ngûnte-ṭhi ang	ADJ
ngur ngur	ADJ
ngut lo	ADJ
ngut suh	ADJ
ni chiah	ADJ
ni hnung puak	ADJ
ni kang	ADJ
ni nei	ADJ
ni neih	ADJ
ni nem	ADJ
ni zawn	ADJ
ni zung	ADJ
nichin lawkah	ADJ
nih nih ni	ADJ
nih nit	ADJ
nihliap ṭang	ADJ
niiim pal	ADJ
nik pin	ADJ
nik ping	ADJ
nikhat thil thu-ah	ADJ
nikhat thil thû-ah	ADJ
nikhaw hre lo	ADJ
nikhaw hria	ADJ
nikhua lo	ADJ
nileng piap	ADJ
nilêng piap	ADJ
nili ni	ADJ
nimin piah zan	ADJ
nimin zan	ADJ
ning durh	ADJ
nipui sensat lai	ADJ
nipui thaw	ADJ
nirawkherh hrui	ADJ
niril bawn	ADJ
no beng nei	ADJ
no hun chhan	ADJ
nuai eng	ADJ
nuai nuai	ADJ
nuam chen	ADJ
nuam chhek	ADJ
nuih awk	ADJ
nuih nuih	ADJ
nulat tlangvalna kawng	ADJ
nun chhiat thlak	ADJ
nun dan	ADJ
nung dam	ADJ
nupa rek	ADJ
nupui nei	ADJ
nupui tur	ADJ
ou ou	ADJ
p& p&	ADJ
pa chan chang	ADJ
pa chang	ADJ
pa dar ben	ADJ
pa dâr ben	ADJ
pa dawp	ADJ
pa fa	ADJ
pâ fâ	ADJ
pa fe	ADJ
pa fê	ADJ
pa khing bun	ADJ
pa pir	ADJ
pa se ek	ADJ
pa se êk	ADJ
pa siar pa siar	ADJ
pâ siar pâ siar	ADJ
pa thuah	ADJ
pa thur	ADJ
pa til	ADJ
pâ til	ADJ
pa tir	ADJ
pa tuai	ADJ
pa tumlum	ADJ
pa tur	ADJ
pa vawh	ADJ
pa zawn	ADJ
pachhe kum tiam	ADJ
pachhiat kum	ADJ
pachuau suâl ang	ADJ
pachuau velh ang	ADJ
pahmei hak fawng	ADJ
pahnih khatin	ADJ
pâi tung	ADJ
pai vun	ADJ
paih thlak	ADJ
pakhat khatin	ADJ
palai thlak	ADJ
palai tir	ADJ
palh lo	ADJ
pamanga bahzar	ADJ
pan ruang	ADJ
pan ruang suak	ADJ
pang bal	ADJ
pâng bâl	ADJ
pang khing	ADJ
pâng lâ	ADJ
pang lam chhawn	ADJ
pang lâwi	ADJ
pang si	ADJ
pang ti	ADJ
pang zawk	ADJ
pang zâwk	ADJ
pangpâr zu	ADJ
pangpar-thi hrui	ADJ
pangpâr-thi hrui	ADJ
pângpui zîal	ADJ
parem hre lo pa tál hah	ADJ
pasal nei	ADJ
pasal tha	ADJ
pasal thate	ADJ
pathian bia	ADJ
pathian hla	ADJ
pathian thu	ADJ
pathian tirhkoh	ADJ
patling darkhuang man	ADJ
pau dar	ADJ
pâu râu	ADJ
pawbahlât	 (puak)	ADJ
pawh thler	ADJ
pawh zih	ADJ
pawhchhiat lengder	ADJ
pawi tawh	ADJ
pawih pawih	ADJ
pawih sawp	ADJ
pawikhawih lo	ADJ
pawk pawk	ADJ
pawl tuam	ADJ
pawl turn	ADJ
pawla kawt	ADJ
pawm lum	ADJ
pawm pawrh	ADJ
pawn lam	ADJ
pawn ta zawk	ADJ
pawn to	ADJ
pawnchhe hnangkhai	ADJ
pâwng nek	ADJ
pawng pawng	ADJ
pawng tih	ADJ
pawnpui zung ţhui	ADJ
pawnpui zung ṭhui	ADJ
pawp pawp	ADJ
peih loh san	ADJ
pelh vawm	ADJ
pèr pawr	ADJ
pèr pàwr	ADJ
pha man zat	ADJ
phah nân hmang	ADJ
phah thuah	ADJ
phai hnah hriam	ADJ
phâi hnah hriam	ADJ
phai hnawng	ADJ
phai hnàwng	ADJ
phai zawng	ADJ
phâi zâwng	ADJ
phaitual sava	ADJ
phak phak	ADJ
phaktel hrui	ADJ
phal thu	ADJ
phal ṭhu	ADJ
phàn phàn	ADJ
phân phân	ADJ
phar phar	ADJ
pharh that	ADJ
pharh ṭhat	ADJ
pharv tha	ADJ
phat ngil	ADJ
phaw hlawh	ADJ
phawh chhuah	ADJ
phâwk lék	ADJ
phâwk lêk	ADJ
phawk sual	ADJ
phâwk sual	ADJ
phawkhai zang	ADJ
phawkhai záng	ADJ
phawrh chhuah	ADJ
phawrh phawrh	ADJ
phawt chuan	ADJ
phawt phawt	ADJ
phâwt phâwt	ADJ
phei phung	ADJ
pheichheh zang	ADJ
pheichheh záng	ADJ
pheikhawk vaw thlerh	ADJ
pheikhawk vaw-thlerh	ADJ
phek phe len	ADJ
phek phe lên	ADJ
phelh dul	ADJ
pheng lawng tum	ADJ
phêng-lawng tum	ADJ
phêng-làwng tum	ADJ
pher phek	ADJ
phet ruai	ADJ
phi sa	ADJ
phiar thluk	ADJ
phiar thlûk	ADJ
phih thla	ADJ
phing phi hlip	ADJ
phing phi hlîp	ADJ
phing phi siau	ADJ
phingphihlip bengngawng	ADJ
phiri vàu	ADJ
phit tlawh	ADJ
pho-lêng târ	ADJ
phu zawih zawih	ADJ
phuah khawm	ADJ
phuah tu	ADJ
phuai ziahna	ADJ
phuan berhpui	ADJ
phuhruk sak	ADJ
phuhrûk sak	ADJ
phui hlut	ADJ
phui hnam	ADJ
phuihnam chhia	ADJ
phuk zawk	ADJ
phûk zawk	ADJ
phul bual	ADJ
phûl bual	ADJ
phul rua	ADJ
phûl rua	ADJ
phun sawn	ADJ
phun thli	ADJ
phung lam	ADJ
phûng len	ADJ
phûng lèn	ADJ
phûng zinga piring vawrh ang	ADJ
phûng zînga piring vawrh ang	ADJ
phûngzawl tuibur duh	ADJ
phur thak bu	ADJ
phûr thak bu	ADJ
phurh hri	ADJ
phur-rit phur	ADJ
phur-rit phurh	ADJ
phurthak hlo	ADJ
phut zawk	ADJ
phut zawkna	ADJ
phût zawkna	ADJ
pi chuan	ADJ
pi fel	ADJ
pi til	ADJ
pi tu	ADJ
piah lamah	ADJ
pial lung	ADJ
pial tlep	ADJ
piâltlep hmun	ADJ
pian champhaphâk ni	ADJ
pian dan thiam	ADJ
pian leh murna	ADJ
pian leh mûrna	ADJ
pian leh murnaah	ADJ
pian vai	ADJ
pian vâi	ADJ
piang hmun	ADJ
piang thlâk	ADJ
pianhmang tha	ADJ
pianhmang ṭha	ADJ
pianna ram	ADJ
piap piap	ADJ
pil ṭha	ADJ
pil theih lohna	ADJ
pindan hnuaihnung	ADJ
ping pêng	ADJ
ping sing	ADJ
pipu uâi hla	ADJ
pipu ui	ADJ
pir phr	ADJ
pisa kai	ADJ
puah ţhek	ADJ
puak ṭhek	ADJ
puâl thu	ADJ
puala lum	ADJ
puan zung thuma ţhui	ADJ
puan zung thuma ṭhui	ADJ
puang zar	ADJ
puansûk hlo	ADJ
puar peng	ADJ
pui khat sial	ADJ
pui pui	ADJ
puk chhe-hul	ADJ
puk tho	ADJ
pûk tho	ADJ
pum hmawm	ADJ
pùm hrut hrut	ADJ
pùm hrût hrût	ADJ
pum nem lai	ADJ
pum nêm lai	ADJ
puma zai	ADJ
pùm-hrut hrut	ADJ
pùm-hrût hrût	ADJ
pumpui hmachhuana inbei	ADJ
pun khawm	ADJ
pun khâwm	ADJ
pung um	ADJ
pung ûm	ADJ
pup chaw zut	ADJ
pute ro luah dawng awm suh	ADJ
pute ro luah dáwng awm suh	ADJ
puthiana beng	ADJ
rah tlan	ADJ
rah tlàn	ADJ
rah-buk sum	ADJ
rai kah	ADJ
raih lo	ADJ
rák puan	ADJ
rak rak	ADJ
rakzu thlawr	ADJ
râl hau	ADJ
râl hàu	ADJ
ral kap	ADJ
râl kâp	ADJ
râl vênna buk	ADJ
râl vênna bûk	ADJ
rala khatah	ADJ
râla khatah	ADJ
ralah chuan	ADJ
râlah chuan	ADJ
râllêng thi	ADJ
râllêng ṭhi	ADJ
ralmuang lai	ADJ
râlmuang lai	ADJ
râltê bal	ADJ
râltê bàl	ADJ
ram mi	ADJ
ram mut	ADJ
ram ngaih	ADJ
ram pa iailêng	ADJ
ram pa laileng	ADJ
ram zu in	ADJ
ram zuan	ADJ
ramhnuai mi	ADJ
ramhuai zawl	ADJ
ramhuai zâwl	ADJ
ram-pui ṭhiat	ADJ
ramri chhinchhiahna	ADJ
ramri lung	ADJ
ramsa lawi	ADJ
ramtuileilova siam	ADJ
ran tlatna phûl	ADJ
ran zawng	ADJ
ràng buai	ADJ
rang takin	ADJ
rangkachak ti	ADJ
rângva in	ADJ
rannung thla kawm nei	ADJ
rap pelh	ADJ
rap tleu	ADJ
rapthlak takin	ADJ
râpthlâk takin	ADJ
rat rat	ADJ
ráu thukru	ADJ
rau thukruk	ADJ
rawh ut	ADJ
rawi rawi	ADJ
rawk mai	ADJ
rawk railo	ADJ
rawk rawk	ADJ
rawk rawk a	ADJ
rawl than	ADJ
rawl thau	ADJ
rawl-ral hman	ADJ
rawl-râl hman	ADJ
rawl-rala bei	ADJ
rawl-râla bei	ADJ
rawn zawk	ADJ
ràwn zawk	ADJ
rawng takin	ADJ
râwng takin	ADJ
rawnghnawihna fung	ADJ
rawpa rawp	ADJ
rawt sawmna lung	ADJ
rawt-sawmna lung	ADJ
rawtuai zawng chaw	ADJ
rawtuai zâwng chaw	ADJ
râza ram	ADJ
râzà ram	ADJ
re raw	ADJ
re râw	ADJ
rei lo te ah	ADJ
rei loh	ADJ
rei ti	ADJ
rel tu	ADJ
rêl tu	ADJ
relh ruk	ADJ
rem chho	ADJ
rem chhoh	ADJ
rem-ar talh chhan	ADJ
rem-âr talh chhan	ADJ
remchang hria	ADJ
remchâng hria	ADJ
ren ren	ADJ
rèn rèn	ADJ
reng ram	ADJ
rêng ram	ADJ
reng reng	ADJ
rêng zawl	ADJ
rêng zâwl	ADJ
rengpui ram	ADJ
rêngpui ram	ADJ
rep rep	ADJ
ret rawt	ADJ
ret râwt	ADJ
ret ret	ADJ
rêt rêt	ADJ
reu reu	ADJ
reuh reuh	ADJ
ria thup	ADJ
riak maw	ADJ
riâk maw	ADJ
rial tlak	ADJ
riâl tlâk	ADJ
rih-âr tui phur ang	ADJ
rîk râp	ADJ
ril rei	ADJ
ril rel	ADJ
rila rah	ADJ
rilru beh	ADJ
rilru bulfukna neih loh	ADJ
rilru dek	ADJ
rilru hmunkhat	ADJ
rilru hniam	ADJ
rilru tha tak put	ADJ
rim ran	ADJ
rim takin	ADJ
rinawm lo	ADJ
rinawm loh	ADJ
ring nâ	ADJ
ring tun	ADJ
ringa reh kiu thu	ADJ
ringa reh kiu ṭhu	ADJ
ring-ruh tliah	ADJ
ring-ruh tliak	ADJ
ringva in	ADJ
rinsanga be	ADJ
rip riap	ADJ
rît ret	ADJ
rît rêt	ADJ
romei zam	ADJ
romei zâm	ADJ
rorel pawl	ADJ
rorêl pawl	ADJ
ru bel	ADJ
ru thei	ADJ
ru tui	ADJ
rua hman	ADJ
ruah varpui	ADJ
ruah vârpui	ADJ
ruahhmi te	ADJ
ruahpui van-awn	ADJ
ruahpui vân-âwn	ADJ
ruai tlang	ADJ
ruai tuan	ADJ
ruâk ruâk	ADJ
ruak tawn	ADJ
rual tlang	ADJ
rual u	ADJ
rualawh nachhang hre lo	ADJ
ruang ni	ADJ
ruang ruang	ADJ
ruat lawk	ADJ
ruat lâwk	ADJ
ruh nih	ADJ
ruh no	ADJ
ruh rel	ADJ
ruh ruh	ADJ
rui lo hai lo	ADJ
ruk ru	ADJ
ruk ruk	ADJ
rula rua	ADJ
rulhut pui	ADJ
rûlhût pui	ADJ
rûlpui lu din	ADJ
rum rut	ADJ
rum rût	ADJ
run zawng	ADJ
run zâwng	ADJ
rut rut	ADJ
sa fei	ADJ
sa ha ṭah	ADJ
sa kha	ADJ
sa um fian	ADJ
sa va	ADJ
sachhe thâu hun	ADJ
sahdal ngul	ADJ
sahdal thang	ADJ
sahuai thei	ADJ
sai tur	ADJ
saiip la	ADJ
sailo lungphun ang	ADJ
sai-man thing	ADJ
sairawkherh kawih	ADJ
sairil mit put	ADJ
sak har	ADJ
sak sak	ADJ
sakawr thirbarh	ADJ
sakawr zin	ADJ
sakhan tlang	ADJ
sakhi palte hrui	ADJ
sakhua bia	ADJ
sakhua biak	ADJ
sakuh namthluk ang	ADJ
sakuh ui	ADJ
sam zial	ADJ
samat dawr	ADJ
sam-zai sin	ADJ
sam-zai sîn	ADJ
sana khawl	ADJ
sang mar	ADJ
sang sang	ADJ
sangâwi zàwnpui	ADJ
sangha awt	ADJ
sangha awt chiah	ADJ
sanghal pa chêt	ADJ
sanghar vaibel	ADJ
sangul tung	ADJ
sani khai	ADJ
sapel mi	ADJ
sâr hû lai	ADJ
sar sar	ADJ
sat sang	ADJ
satel mau la ang	ADJ
satel tui	ADJ
sathar kham	ADJ
sathâr khâm	ADJ
satui hang	ADJ
satui hâng	ADJ
sava note	ADJ
sava tui	ADJ
savawm tlak	ADJ
savun peng	ADJ
sawh ban	ADJ
sawh pawp	ADJ
sawi sawk	ADJ
sawi sâwk	ADJ
sawi thu a cheng lo	ADJ
sawi tla	ADJ
sawi tlà	ADJ
sawi zam	ADJ
sawi zâwi	ADJ
sawi zim	ADJ
sawisel bo	ADJ
sawisêl bo	ADJ
sawisel hmang	ADJ
sawisêl hmang	ADJ
sawisel hmang/hman	ADJ
sawk sawk	ADJ
sawl pawn	ADJ
sawm bi	ADJ
sâwm zim	ADJ
sâwm zîm	ADJ
sawn thlak	ADJ
sawng ho saw	ADJ
sawngpui ai	ADJ
sawngpui aih	ADJ
sawntlung pâwng	ADJ
sawp chhiat	ADJ
sawr bing	ADJ
sâwr fu	ADJ
sâwr zim	ADJ
sâwr zîm	ADJ
sawrkarna chang	ADJ
sawta tang	ADJ
sawta ṭang	ADJ
sawtsawhlawt lo	ADJ
sei lenna	ADJ
sei-hlei pawt thla	ADJ
seki khâwng	ADJ
sem sei	ADJ
sem sem dam dam	 ei bil thi thi	ADJ
sen buang	ADJ
sen dal	ADJ
sen dang	ADJ
sen duk	ADJ
sen eng	ADJ
sen hlur	ADJ
sèn loh	ADJ
sen mal tet	ADJ
sèn tet lai	ADJ
sèn têt lai	ADJ
sen tuk	ADJ
sen tûk	ADJ
sen tur	ADJ
sen tûr	ADJ
sêng sung	ADJ
sêng sûng	ADJ
senso thlâk	ADJ
sentut vei	ADJ
se-pui ruah do	ADJ
sèra mu thur lo	ADJ
sèra mu thúr lo	ADJ
serh tan	ADJ
serh vun	ADJ
si vawk bawm	ADJ
siài siâi	ADJ
sial rangin sial rang a hring	ADJ
siam chhuak	ADJ
siâm chhuak	ADJ
siâm ṭha	ADJ
siam that	ADJ
siat siat	ADJ
sih sawm	ADJ
sihdal dai	ADJ
siii siai	ADJ
sik leh sa inṭhen lai	ADJ
sikul kai	ADJ
silai zawn	ADJ
silai záwn	ADJ
simei khu	ADJ
sin thuah	ADJ
sin tit lai	ADJ
sing seng	ADJ
sîr tuak	ADJ
sîr ṭuak	ADJ
siruk la	ADJ
sisèp khawng	ADJ
suah suah	ADJ
suak chhuak	ADJ
suak zuar	ADJ
suakh zuar	ADJ
suâkh zuar	ADJ
sual chhia va	ADJ
sual pumhlum	ADJ
sual pumhlûm	ADJ
sual thupha chawina	ADJ
sualna khuh	ADJ
suam hmang	ADJ
suàn uri nu hlam	ADJ
suár tluàn	ADJ
suât suât	ADJ
sûkthlêk dan	ADJ
sum thuni nu	ADJ
sum zial	ADJ
sumdawng lawng	ADJ
sumdâwng lawng	ADJ
sumhmun bang chhak	ADJ
sumhmun bang thlang	ADJ
sumsi ring put	ADJ
ta mai	ADJ
ta sa sa	ADJ
țah chhuah	ADJ
tah fai	ADJ
tah fei	ADJ
țah lem	ADJ
țai darh	ADJ
țai thar hun	ADJ
tai thler	ADJ
taih zawt	ADJ
taikuang lawng	ADJ
tak taka	ADJ
tak zet	ADJ
takngial pawh	ADJ
țalh țalh	ADJ
ṭam se-ek	ADJ
ṭam vakawl	ADJ
țam vakawl	ADJ
țampui tuar	ADJ
țan țan	ADJ
tan tawn a	ADJ
tan tha	ADJ
ṭan ṭha leh	ADJ
țan țha leh	ADJ
tan tha lo	ADJ
ṭan ṭha lo	ADJ
țan țha lo	ADJ
tan that	ADJ
ṭan za	ADJ
țan za	ADJ
tanbaw chhut	ADJ
tang tang	ADJ
țang țang	ADJ
tang then	ADJ
ṭang ṭhen	ADJ
țang țhen	ADJ
ṭang za	ADJ
țang za	ADJ
tangka ti	ADJ
tangka vawnna	ADJ
tangkaraw chhertu	ADJ
ṭanhmun khuar	ADJ
țanhmun khuar	ADJ
ṭanna tleu	ADJ
țanna tleu	ADJ
ṭansual kum	ADJ
țansual kum	ADJ
țap chhuak	ADJ
tap chhuar kua	ADJ
tap fei	ADJ
tap reng	ADJ
tapchhak zawl	ADJ
tar chhuah	ADJ
tar kuna	ADJ
ṭawh tawh	ADJ
ṭawh ṭawh	ADJ
tawh u imper	ADJ
tawhsual tawk	ADJ
tawi tawi	ADJ
tawk tawk	ADJ
ṭawk ṭawk	ADJ
tawl tawl	ADJ
tawlh thla	ADJ
tawlh thlak	ADJ
tawm bo	ADJ
tawn tawn	ADJ
tawn tirh	ADJ
ṭawng hman dan	ADJ
țawng hman dan	ADJ
tawng hmangthiam	ADJ
tawng tlahawlh	ADJ
ṭawng tlahawlh	ADJ
tawng zung zung	ADJ
ṭawng zung zung	ADJ
ṭawngka hmuh	ADJ
țawngka hmuh	ADJ
tawngkam hmuh	ADJ
ṭawngkam khat	ADJ
țawngkam khat	ADJ
tawngkam nem	ADJ
tawngkam nêm	ADJ
ṭawngkam nem	ADJ
ṭawngkam nêm	ADJ
țawngkam nem	ADJ
țawngkam nêm	ADJ
tawngkam tha	ADJ
țawngkam țha um	ADJ
țawngkam țha ûm	ADJ
tawngkam thiam	ADJ
ṭawngkam thiam	ADJ
țawngkam thiam	ADJ
tawngkam thlum	ADJ
țawngkam tlêm	ADJ
ṭawngkama tiam	ADJ
țawngkama tiam	ADJ
tawngna maha	ADJ
ṭawngna maha	ADJ
tawng-thei lo	ADJ
ṭawng-thei lo	ADJ
tawp khawk	ADJ
tawp lo	ADJ
tawp thang	ADJ
tawpna chhinchhiahna	ADJ
tawrh hlelhawm	ADJ
tawt tawt	ADJ
te lin	ADJ
te ling	ADJ
te nau	ADJ
te sep	ADJ
te sêp	ADJ
te tak te	ADJ
te te-in	ADJ
té té-in	ADJ
ṭe tuar	ADJ
teh-chung a che!	ADJ
tehlul a che	ADJ
tei rawlái	ADJ
tel râng	ADJ
telh telh	ADJ
telpui pem ang	ADJ
telpui pêm ang	ADJ
temte liak	ADJ
tèn tên	ADJ
ṭen ṭen	ADJ
tep chek chek	ADJ
tere hual chhuak ang	ADJ
terena sum	ADJ
tet te	ADJ
têt tê	ADJ
têu chhin	ADJ
teu teu	ADJ
teuh teuh	ADJ
tha en	ADJ
ṭha en	ADJ
tha leh tui	ADJ
tha leh zung	ADJ
ṭha ṭhum lo	ADJ
tha tit ho	ADJ
tha zan	ADJ
tha zang	ADJ
thabâ leh saihlum a nget ngai lo	ADJ
thahrui nei tlêm	ADJ
thahrui ngah	ADJ
thailungi thirtiang	ADJ
thâilungi thirtiang	ADJ
thak thak	ADJ
thakthing suak	ADJ
thakthîng suak	ADJ
thal zen	ADJ
ṭhal zen	ADJ
ṭhâlbe a mi	ADJ
ṭhâlbê a mi	ADJ
ṭhâlbe-a mi	ADJ
ṭhâlbê-a mi	ADJ
thal-kap mi	ADJ
ṭham ṭham	ADJ
tham vel	ADJ
than thi nei	ADJ
ṭhan thi nei	ADJ
thang ṭung zai	ADJ
thangdâi theu	ADJ
thangkhat lian	ADJ
thangliana len lai	ADJ
thangthleng ngul	ADJ
thanmawh bawk	ADJ
thap thap	ADJ
ṭhap ṭhap	ADJ
thar pawt	ADJ
thar thawh	ADJ
thasuih hlo	ADJ
that chuh	ADJ
ṭhat chuh	ADJ
ṭhat famkim	ADJ
ţhat	 kaw ţha	ADJ
tha-thum lo	ADJ
ṭha-ṭhum lo	ADJ
thau khawh	ADJ
thaw thang	ADJ
thaw vang	ADJ
thawh rim	ADJ
thawh tho a	ADJ
thawi hawk	ADJ
thawi thawi	ADJ
thawih thawih	ADJ
thawk mawh	ADJ
thawk palai	ADJ
thawk thei	ADJ
thawl thawl	ADJ
ṭhawm ṭhawm	ADJ
thawm va	ADJ
thawn chhuah	ADJ
thawn chhuak	ADJ
thawnga leivir	ADJ
thawp loh	ADJ
thawp thawp	ADJ
thawt thawt	ADJ
ṭhawt ṭhawt	ADJ
theh theh	ADJ
ṭheh ṭheh	ADJ
ṭhe-hlan kân	ADJ
thei sinhlu	ADJ
thei zawl	ADJ
thei zâwl	ADJ
theih ṭheih	ADJ
ṭheih ṭheih	ADJ
theihnghilh nei	ADJ
theihnghilh neih	ADJ
thek thek	ADJ
ṭhek ṭhek	ADJ
thelh thelh	ADJ
ṭhelh ṭhelh	ADJ
ṭhelrêt sâwk	ADJ
ṭhêm ṭhûm	ADJ
them zial	ADJ
then uai	ADJ
thên uai	ADJ
thenawm khawveng	ADJ
ṭhenawm khawveng	ADJ
theng thaw	ADJ
thep bo	ADJ
therte lo	ADJ
thet thet	ADJ
ṭhet ṭhet	ADJ
theu theu	ADJ
ṭheu ṭheu	ADJ
theuh theuh	ADJ
ṭheuh ṭheuh	ADJ
thi tlin	ADJ
thi tling	ADJ
thiah fai	ADJ
ṭhiah fai	ADJ
thial chip	ADJ
ṭhial chip	ADJ
ṭhialret ṭhial	ADJ
thiam loh	ADJ
thiam zuar	ADJ
thiampuipa rulin chuk	ADJ
thian leh rual	ADJ
ṭhian leh rual	ADJ
thian vawk talh	ADJ
ṭhian vawk talh	ADJ
thiana zawng	ADJ
ṭhiana zawng	ADJ
thianbul thu	ADJ
thiang lo	ADJ
thianghlim lo	ADJ
thiau thiau	ADJ
thih hreh a hreh	ADJ
thih thloh	ADJ
thih thloh chauvin	ADJ
thihna tur	ADJ
thihna tûr	ADJ
thihrim puan	ADJ
thikthu chhiat	ADJ
thikthu chhuia	ADJ
thil tisual	ADJ
thil tithei	ADJ
thil tum	ADJ
thim zin	ADJ
thim zing	ADJ
thin awrh	ADJ
thin parh/pharh	ADJ
thin pharh	ADJ
thing saum bur	ADJ
thing tang kuai	ADJ
thing ṭang kuai	ADJ
thing zik bula zawng dan ang	ADJ
thing zik bula zâwng dan ang	ADJ
thing-lung kheng	ADJ
thingpawn chhia	ADJ
thingpui tluk	ADJ
thingṭang lem tum ang	ADJ
thingzai phaw	ADJ
thinlung hmunkhat	ADJ
thinlung na	ADJ
ṭhipawl zuar	ADJ
țhipawl zuar	ADJ
thisen chhuak	ADJ
thisen pal	ADJ
thisuk nei	ADJ
țhi-țha lo	ADJ
thla zar	ADJ
thla zâr	ADJ
