phrase	tag
thu mu hnu	VERB
thu mu hnu chawk chhuak	VERB
thu neia siam	VERB
thu ngil	VERB
thu pai thei	VERB
thu pai vawt	VERB
thu pawi	VERB
thu pawtchah	VERB
thu pawtchat	VERB
thu pawtchhah	VERB
thu pehhel	VERB
thu phiar	VERB
thu phung	VERB
thu roh	VERB
thu sal si	VERB
thu sawi	VERB
thu sawi dan	VERB
thu sawipui	VERB
thu sawipuitu	VERB
thu sawn	VERB
thu sawp	VERB
ṭhu sawp	VERB
țhu sawp	VERB
thu sual	VERB
ṭhu sual	VERB
țhu sual	VERB
thu sur	VERB
thu taka la	VERB
thu taka lak	VERB
thu than	VERB
thu thang	VERB
thu thlung	VERB
thu thua	VERB
thu thua awm	VERB
thu thuin	VERB
țhu țhut	VERB
țhu țhut tlaivar	VERB
thu ti u	VERB
thu tiamtir	VERB
thu tichik	VERB
thu tichîk	VERB
thu tichip	VERB
thu tichlk	VERB
thu tidanglam	VERB
thu tih u	VERB
thu tihdanglam	VERB
thu tihkawi	VERB
thu tihkawih	VERB
thu tihtluk	VERB
thu tihtlûk	VERB
thu tikawi	VERB
thu tithlu	VERB
thu titlu	VERB
thu tlaivar	VERB
ṭhu tlaivar	VERB
țhu tlaivar	VERB
thu tlu	VERB
thu tluan	VERB
thu tluang	VERB
thu tluangtlam	VERB
thu tlukna	VERB
thu tlûkna	VERB
thu tung	VERB
thu u	VERB
thu un	VERB
thu vawn	VERB
thu vawng	VERB
thu veikhawr	VERB
thu veivir	VERB
thu vuan	VERB
thu zawh	VERB
thu zawhna	VERB
thu zawt	VERB
thu zeh	VERB
thu zep	VERB
thu zep thei	VERB
thu zêp thei	VERB
thu zeppui	VERB
thu zeppuitu	VERB
țhuah țhuah	VERB
țhuai buk	VERB
țhuai bûk	VERB
thuai chhum	VERB
ṭhuai chhum	VERB
țhuai chhum	VERB
thuai hlum	VERB
ṭhuai hlum	VERB
țhuai hlum	VERB
thuai lo	VERB
ṭhuai lo	VERB
țhuai lo	VERB
thuai thlu	VERB
ṭhuai thlu	VERB
țhuai thlu	VERB
thuhnu dawn lovin	VERB
thuhnu dawn thei tak	VERB
thuhnu dâwn thei tak	VERB
thuhnu hre	VERB
thuhnu hria	VERB
thuhnu hriat	VERB
thuhnu ven	VERB
thuk dur	VERB
thukhat vuain	VERB
thukhawchang sawi	VERB
thukhawcháng sawi	VERB
thul khung	VERB
thûl khung	VERB
thu-leh nei	VERB
thu-leh neih	VERB
thu-mu-hnu chawk chhuah	VERB
thu-mu-hnu chawk chhuak	VERB
thun mi	VERB
thun ut	VERB
thu-neia siam	VERB
thuneihna pe	VERB
thup mawi	VERB
thup ru	VERB
thup thup	VERB
thupawi nei	VERB
thupawi neih	VERB
thupha chawina	VERB
thuphung sawi	VERB
thur chhuak	VERB
thur thur	VERB
thurawn pe	VERB
thurâwn pe	VERB
thurawn pek	VERB
thurawn pêk	VERB
thurochhiah lehkha	VERB
thusawi ban	VERB
thut chilh	VERB
ṭhut chilh	VERB
țhut chilh	VERB
thut kum kual	VERB
ṭhut kum kual	VERB
țhut kum kual	VERB
țhut kum țhu	VERB
thut kun	VERB
ṭhut kun	VERB
țhut kun	VERB
thut ngil	VERB
ṭhut ngil	VERB
țhut ngil	VERB
thut sawp	VERB
ṭhut sawp	VERB
țhut sawp	VERB
thut sual	VERB
țhut sual	VERB
thut thut	VERB
thut tlaivar	VERB
ṭhut tlaivar	VERB
țhut tlaivar	VERB
thut tlaivarpui	VERB
ṭhut tlaivarpui	VERB
țhut tlaivarpui	VERB
thuthang sual	VERB
thuthlun hlen lo	VERB
thuthlun hlen loh	VERB
thuthlung hlen	VERB
thuthlung hlen loh	VERB
thuthlung hlui	VERB
thuthlung la	VERB
thuthlung lak	VERB
thuthlung lâk	VERB
thuthlung thar	VERB
thutiam neih	VERB
ti a luan	VERB
ti al	VERB
ti at	VERB
ti ât	VERB
ti awh	VERB
ti awh awh	VERB
ti awk	VERB
ti awl	VERB
ti âwl	VERB
ti awl awl	VERB
ti awm takin	VERB
ti âwm takin	VERB
ti awn	VERB
ti âwn	VERB
ti awng	VERB
ti awp	VERB
ti bawrh bawrh	VERB
ti bial	VERB
ti bial bual	VERB
ti bingbilet	VERB
ti boral	VERB
ti buai	VERB
ti buai hrep	VERB
ti buk	VERB
ti bung	VERB
ti chak	VERB
ti cham cham	VERB
ti chan	VERB
ti chan chan	VERB
ti chang	VERB
ti changkang	VERB
ti chap chap	VERB
ti char	VERB
ti chau	VERB
ti chau chau	VERB
ti chavai	VERB
ti chawih chawih	VERB
ti châwih châwih	VERB
ti chawng chawng	VERB
ti chawp chawp	VERB
ti chawt chawt	VERB
ti châwt châwt	VERB
ti cheng cheng	VERB
ti chep	VERB
ti chep chep	VERB
ti chheih chhawlh	VERB
ti chhelh chhawlh	VERB
ti chhia	VERB
ti chhin	VERB
ti chhin chhin	VERB
ti chhing	VERB
ti chhuak	VERB
ti chi ai	VERB
ti chi chawni	VERB
ti chn chan	VERB
ti choh choh	VERB
ti chum	VERB
ti chum chum	VERB
ti chur chur	VERB
ti chut chut	VERB
ti da	VERB
ti dak nalh	VERB
ti dal	VERB
ti dam	VERB
ti dam dam	VERB
ti dan	VERB
ti dang	VERB
ti dap	VERB
ti dar	VERB
ti darh	VERB
ti darhsarh	VERB
ti dawng	VERB
ti dawngdah	VERB
ti dek	VERB
ṭi dek	VERB
ți dek	VERB
ti dip	VERB
ti do do	VERB
ti duhdah	VERB
ti duk	VERB
ti dul	VERB
ti dum	VERB
ti dûm	VERB
ti dung	VERB
ti e	VERB
ti el	VERB
ti eng	VERB
ti engtu	VERB
ti êngtu	VERB
ti er	VERB
ti et et	VERB
ti fai	VERB
ti far	VERB
ti fat	VERB
ti fawk	VERB
ti fawn	VERB
ti fâwn	VERB
ti fawr fawr	VERB
ti fâwr fâwr	VERB
ti fe	VERB
ti fê	VERB
ti fel	VERB
ti fem	VERB
ti fer	VERB
ti fet	VERB
ti fi kiang	VERB
ti fiah	VERB
ti fiam	VERB
ti fiap fiap	VERB
ti fiat fiat	VERB
ti fihlim	VERB
ti fik	VERB
ti fim	VERB
ti fip	VERB
ti fir	VERB
ti firfiak	VERB
ti fit	VERB
ti fithla	VERB
ti fo	VERB
ti fu	VERB
ti fuai tuai	VERB
ti fuak	VERB
ti fual	VERB
ti fuh	VERB
ti fuh fuh	VERB
ti fui	VERB
ti fuk	VERB
ti fulh	VERB
ti fung	VERB
ti fut fut	VERB
ti ha	VERB
ti hahdam	VERB
ti hai haih	VERB
ti haih haih	VERB
ti ham haih	VERB
ti hamtha	VERB
ti hamţha	VERB
ti hang	VERB
ti har	VERB
ti harh	VERB
ti harhvang	VERB
ti harhvâng	VERB
ti harsa	VERB
ti hautak	VERB
ti he	VERB
ti hel	VERB
ti hemah chuan	VERB
ti heu	VERB
ti hhan	VERB
ti hliam	VERB
ti hliau	VERB
ti hlo	VERB
ti hluar	VERB
ti hmawk	VERB
ti hna fum	VERB
ti hnawk	VERB
ti hnem	VERB
ti hnial	VERB
ti hniam	VERB
ti hnuai	VERB
ti hoa fum	VERB
ti hram	VERB
ti hria	VERB
ti hriam	VERB
ti huai huai	VERB
ti iâl	VERB
ti ing euh	VERB
ti ip	VERB
ti îp	VERB
ti it	VERB
ti ît	VERB
ti itawm	VERB
ti îtawm	VERB
ti kai	VERB
ti kak	VERB
ti kák	VERB
ti kal	VERB
ti kam	VERB
ti kâm	VERB
ti keng kawng	VERB
ti khan	VERB
ti khanglang	VERB
ti khat	VERB
ti khaw thawng	VERB
ti khaw tlai	VERB
ti khawchhuak	VERB
ti khawh	VERB
ti khawn	VERB
ti khawr	VERB
ti khe khe	VERB
ti kheh	VERB
ti khem	VERB
ti kher kher	VERB
ti khiah	VERB
ti khian	VERB
ti khin	VERB
ti khirh	VERB
ti kho kho	VERB
ti khu	VERB
ti khu khu	VERB
ti khû khû	VERB
ti khuar	VERB
ti khui	VERB
ti khun	VERB
ti khur	VERB
ti ki	VERB
ti kiam	VERB
ti kiang	VERB
ti kiar	VERB
ti kir	VERB
ti kiu	VERB
ti ko	VERB
ti ku ku	VERB
ti kua	VERB
ti kul	VERB
ti kum	VERB
ti kun	VERB
ti kur	VERB
ti la	VERB
ti laklawh	VERB
ti lal	VERB
ti lamdang	VERB
ti lang	VERB
ti langin	VERB
ti lap	VERB
ti lar	VERB
ti lau	VERB
ti law law	VERB
ti lawk	VERB
ti lawm	VERB
ti lawng	VERB
ti lawr	VERB
ti lawt lawt	VERB
ti lâwt lâwt	VERB
ti le lo	VERB
ti lei	VERB
ti lei hnawng	VERB
ti lek	VERB
ti lem	VERB
ti leng	VERB
ti lepse	VERB
ti let	VERB
ti letling	VERB
ti leu	VERB
ti liam	VERB
ti liam liam	VERB
ti lian	VERB
ti ling hriam	VERB
ti lingin	VERB
ti lip	VERB
ti luh lul	VERB
ti lui	VERB
ti lum	VERB
ti lun	VERB
ti lungawi	VERB
ti lungchhia	VERB
ti lungdam	VERB
ti lungngai	VERB
ti lungni	VERB
ti lut	VERB
ti lutuk	VERB
ti mak	VERB
tî mak	VERB
ti mam	VERB
ti mang	VERB
ti mangang	VERB
ti mar	VERB
ti mauh	VERB
tî mauh	VERB
ti mawi	VERB
ti mawih	VERB
ti mawm	VERB
ti mek	VERB
ti meng	VERB
ti miau	VERB
tî miau	VERB
ti mil	VERB
ti mim	VERB
ti min	VERB
ti mit	VERB
ti mu	VERB
ti mualpho	VERB
ti muang	VERB
ti muk	VERB
ti mum	VERB
ti mut	VERB
ti muthlu	VERB
ti na	VERB
ti nal	VERB
ti nalh	VERB
ti nawi	VERB
ti nawmnah	VERB
ti nawn	VERB
ti nek	VERB
ti nelawm	VERB
ti nem	VERB
ti nep	VERB
ti ner	VERB
ti neu	VERB
ti nga nga	VERB
ti ngaihnawm	VERB
ti ngam	VERB
ti ngap	VERB
ti ngat	VERB
ti ngat ngat	VERB
ti ngawi	VERB
ti ngawl	VERB
ti ngawr	VERB
ti ngawrh	VERB
ti ngawt ngawt	VERB
ti ngct nget	VERB
ti ngek	VERB
ti ngel	VERB
ti ngeng	VERB
ti ngêng	VERB
ti nger nger	VERB
ti nget	VERB
ti nget nget	VERB
ti ngil	VERB
ti ngo	VERB
ti nguai	VERB
ti ngui	VERB
ti ngut ngut	VERB
ti ni kang	VERB
ti nil	VERB
ti ning	VERB
ti no	VERB
ti nu	VERB
ti nual	VERB
ti nuam	VERB
ti nuar	VERB
ti nui	VERB
ti nung	VERB
ti pah	VERB
ti pai	VERB
ti palh	VERB
ti pamhmai	VERB
ti pan	VERB
ti pangchang	VERB
ti par	VERB
ti parh	VERB
ti pat ek	VERB
ti pât ek	VERB
ti paukhauh	VERB
ti pawi	VERB
ti pawk	VERB
ti pawl	VERB
ti pawlh	VERB
ti pawm	VERB
ti pawng	VERB
ti pawnlang	VERB
ti pawp	VERB
ti pawr	VERB
ti pawrh	VERB
ti pawrhso	VERB
ti pe	VERB
ti peh	VERB
ti peih	VERB
ti pel he	VERB
ti pel hê	VERB
ti pelhsawlh	VERB
ti pem	VERB
ti peng	VERB
ti per	VERB
ti perh	VERB
ti peu	VERB
ti phai	VERB
ti phak	VERB
ti phal	VERB
ti phan	VERB
ti phar	VERB
ti pharh	VERB
ti phat	VERB
ti phawi	VERB
ti phawk	VERB
ti phawklek	VERB
ti phawt	VERB
ti phe	VERB
ti phe sek	VERB
ti phei	VERB
ti phek	VERB
ti phel	VERB
ti phelh	VERB
ti phen	VERB
ti pheng phung	VERB
ti pher pher	VERB
ti pherh	VERB
ti pherh pherh	VERB
ti phi	VERB
ti phiangsen	VERB
ti phiar	VERB
ti phili	VERB
ti phim	VERB
ti phing phi siau	VERB
ti phir	VERB
ti phirsi	VERB
ti phit	VERB
ti pho	VERB
ti phu	VERB
ti phu zawk	VERB
ti phuai	VERB
ti phuan	VERB
ti phui	VERB
ti phuisui	VERB
ti phul	VERB
ti phum	VERB
ti phun	VERB
ti phun phun	VERB
ti phûn phûn	VERB
ti phuni	VERB
ti phur	VERB
ti phur phur	VERB
ti phut	VERB
ti piah	VERB
ti pial	VERB
ti piangthar	VERB
ti piap	VERB
ti pik	VERB
ti pil	VERB
ti pilh	VERB
ti pilril	VERB
ti ping	VERB
ti pir	VERB
ti pisil	VERB
ti poh	VERB
ti poh chhuak	VERB
ti puak	VERB
ti pual	VERB
ti puam	VERB
ti puang	VERB
ti puar	VERB
ti puau	VERB
ti puk	VERB
ti pul	VERB
ti pum	VERB
ti pun	VERB
ti pung	VERB
ti put	VERB
ti rah	VERB
ti rak	VERB
ti ral	VERB
ti ralmuang	VERB
ti ralti	VERB
ti ram	VERB
ti rang	VERB
ti rap	VERB
ti rapthlak	VERB
ti rau	VERB
ti rawih	VERB
ti rawk	VERB
ti rawk rawk	VERB
ti rawl	VERB
ti rawm	VERB
ti rawn	VERB
ti rawng	VERB
ti rawp	VERB
ti rawp rawp	VERB
ti rawt	VERB
ti reh	VERB
ti rei	VERB
ti rek	VERB
ti relh	VERB
ti rem	VERB
ti reng	VERB
ti rep	VERB
ti rethei	VERB
ti ri	VERB
ti rik	VERB
ti rilru	VERB
ti riltam	VERB
ti riltâm	VERB
ti rim	VERB
ti rimnam	VERB
ti rin	VERB
ti rinawm	VERB
ti rintlak	VERB
ti rip	VERB
ti riral	VERB
ti rit	VERB
ti ro	VERB
ti ropui	VERB
ti rorom	VERB
ti ru	VERB
ti ruak	VERB
ti rual	VERB
ti rualawt	VERB
ti rualrem	VERB
ti ruam	VERB
ti rui	VERB
ti rum	VERB
ti runthlak	VERB
ti runthlâk	VERB
ti rura	VERB
ti sa	VERB
ti sah	VERB
ti sahhai	VERB
ti sahthlau	VERB
ti sai	VERB
ti sak	VERB
ti sakhua	VERB
ti sam	VERB
ti san	VERB
ti sang	VERB
ti sar	VERB
ti sarh	VERB
ti satliah	VERB
ti sau	VERB
ti sawi	VERB
ti sawk	VERB
ti sawl	VERB
ti sawm	VERB
ti sawn	VERB
ti sawng	VERB
ti sawp	VERB
ti sawr	VERB
ti sawt	VERB
ti seihleih	VERB
ti seilian	VERB
ti sek	VERB
ti sen	VERB
ti seng	VERB
ti ser	VERB
ti seu	VERB
ti seuh seuh	VERB
ti si	VERB
ti si se	VERB
ti sihhnip	VERB
ti sik	VERB
ti sil	VERB
ti sil awng	VERB
ti sim	VERB
ti sin	VERB
ti sir	VERB
ti sise	VERB
ti so	VERB
ti su	VERB
ti suakbak	VERB
ti suakbâk	VERB
ti sual	VERB
ti suk	VERB
ti sukuk	VERB
ti taidarh	VERB
ti taima	VERB
ti taitam	VERB
ti tak	VERB
ti tal	VERB
ti talh	VERB
ti tam	VERB
ti tan	VERB
ti tan tan	VERB
ti tang	VERB
ti tangkhang	VERB
ti tangrual	VERB
ti tap	VERB
ti taptawm	VERB
ti tar	VERB
ti tau	VERB
ti tauh tauh	VERB
ti tawh	VERB
ti tawi	VERB
ti tawih	VERB
ti tawk	VERB
ti tawl	VERB
ti tawlh	VERB
ti tawm	VERB
ti tawn	VERB
ti tawng	VERB
ti tawngchham	VERB
ti tawp	VERB
ti te	VERB
ti te in	VERB
ti tei	VERB
ti tei tei	VERB
ti teih teih	VERB
ti tek	VERB
ti tenawm	VERB
ti teng	VERB
ti teng teng	VERB
ti tep	VERB
ti ter at	VERB
ti tet	VERB
ti teu	VERB
ti teuh	VERB
ti tha	VERB
ti thak	VERB
ti thal	VERB
ti thal thal	VERB
ti tham	VERB
ti thâm	VERB
ti tham tham	VERB
ti thâm thâm	VERB
ti thamral	VERB
ti thang	VERB
ti thap	VERB
ti thar	VERB
ti thar thar	VERB
ti that	VERB
ti thatho	VERB
ti thau	VERB
ti thaw	VERB
ti thawchhuak	VERB
ti thawi	VERB
ti thawl	VERB
ti thawng	VERB
ti thawp	VERB
ti thawp thawp	VERB
ti thawr thawr	VERB
ti thawt	VERB
ti thawt thawt	VERB
ti thei	VERB
ti thelh	VERB
ti thelthawl	VERB
ti them	VERB
ti them them	VERB
ti themlem	VERB
ti themthiam	VERB
ti themthum	VERB
ti then	VERB
ti thengthaw	VERB
ti thengthawng	VERB
ti ther	VERB
ti ther ther	VERB
ti theuh	VERB
ti theuneu	VERB
ti thi	VERB
ti thiam	VERB
ti thim	VERB
ti thim them	VERB
ti thim thêm	VERB
ti thin	VERB
ti thingbar	VERB
ti thinrim	VERB
ti thinur	VERB
ti thip	VERB
ti thîp	VERB
ti thitling	VERB
ti thla	VERB
ti thlamral	VERB
ti thlamuang	VERB
ti thlan	VERB
ti thlang	VERB
ti thlap	VERB
ti thlaphang	VERB
ti thlaphâng	VERB
ti thlar	VERB
ti thlarh	VERB
ti thlau	VERB
ti thlawi	VERB
ti thlawk	VERB
ti thlawn	VERB
ti thlawp	VERB
ti thlawr	VERB
ti thlawt	VERB
ti thle	VERB
ti thleh	VERB
ti thlek	VERB
ti thlen	VERB
ti thleng	VERB
ti thlep	VERB
ti thler	VERB
ti thlu	VERB
ti thluak	VERB
ti thluam	VERB
ti thluang	VERB
ti thlur	VERB
ti thlurh	VERB
ti tho	VERB
ti thoh	VERB
ti thu	VERB
ti thuah	VERB
ti thuai	VERB
ti thuak	VERB
ti thuanawp	VERB
ti thuanthu	VERB
ti thuap	VERB
ti thuau thuau	VERB
ti thui	VERB
ti thuk	VERB
ti thulh	VERB
ti thum	VERB
ti thung	VERB
ti thup	VERB
ti thur	VERB
ti thut	VERB
ti ti	VERB
ti tiak	VERB
ti tial	VERB
ti tiam tiam	VERB
ti tiat tiat	VERB
ti tiau	VERB
ti tih chhin	VERB
ti tihbaiawm	VERB
ti tihbingbeleh	VERB
ti tim	VERB
ti tîm	VERB
ti ting	VERB
ti tir	VERB
ti tla	VERB
ti tla hniam	VERB
ti tlachham	VERB
ti tlai	VERB
ti tlang	VERB
ti tlar	VERB
ti tlaran	VERB
ti tlat	VERB
ti tlau	VERB
ti tlauh tlauh	VERB
ti tlaw	VERB
ti tlawk	VERB
ti tlawm	VERB
ti tlawn	VERB
ti tlawng awl	VERB
ti tlawr	VERB
ti tlawva	VERB
ti tle	VERB
ti tlei	VERB
ti tlem	VERB
ti tleng	VERB
ti tler	VERB
ti tlet	VERB
ti tleu	VERB
ti tliak	VERB
ti tliang	VERB
ti tling	VERB
ti tlo	VERB
ti tlu	VERB
ti tluak	VERB
ti tluan	VERB
ti tluang	VERB
ti tluantling	VERB
ti tluar	VERB
ti tluat tluat	VERB
ti tluk	VERB
ti tlum	VERB
ti tlun	VERB
ti tlur	VERB
ti tlut	VERB
ti to	VERB
ti to rang	VERB
ti to vat	VERB
ti toh	VERB
ṭi ṭoh	VERB
ți țoh	VERB
ti tu tu	VERB
ti tuah tuah	VERB
ti tuai	VERB
ti tuai tuai	VERB
ti tuaithar	VERB
ti tuak	VERB
ti tual tual	VERB
ti tuallim	VERB
ti tuam tuam	VERB
ti tuang tuang	VERB
ti tuat	VERB
ti tuat tuat	VERB
ti tuau	VERB
ti tuh	VERB
ti tui	VERB
ti tui tui	VERB
ti tuk e a	 phrs.	VERB
ti tuk tin	VERB
ti tuk tuk	VERB
ti tul	VERB
ti tulh	VERB
ti tum	VERB
ti tung	VERB
ti tup	VERB
ti tur	VERB
ti tut tut	VERB
ti u chuak	VERB
ti uai	VERB
ti uai thla	VERB
ti uak	VERB
ti ual au	VERB
ti ualau	VERB
ti uan uan	VERB
ti uang	VERB
ti uap	VERB
ti uar	VERB
ti uchuak	VERB
ti uiawm	VERB
ti uih	VERB
ti uk	VERB
ti ul	VERB
ti ulh	VERB
ti ulh ulh	VERB
ti um	VERB
ti un	VERB
ti ung	VERB
ti up	VERB
ti ûp	VERB
ti urh	VERB
ti urhsun	VERB
ti urhsûn	VERB
ti ut	VERB
ti ût	VERB
ti vai	VERB
ti vak	VERB
ti val	VERB
ti vam	VERB
ti vang	VERB
ti vap	VERB
ti var	VERB
ti vat	VERB
ti vat vat	VERB
ti vauk	VERB
ti vawih	VERB
ti vawk	VERB
ti vawng	VERB
ti vawr	VERB
ti vawt	VERB
ti vei	VERB
ti veikhawr	VERB
ti vek	VERB
ti veng	VERB
ti vet	VERB
ti vik	VERB
ti vin	VERB
ti vir	VERB
ti vui	VERB
ti vul	VERB
ti vum	VERB
ti vung	VERB
ti vut	VERB
ti zai	VERB
ti zak	VERB
ti zal	VERB
ti zam	VERB
ti zâm	VERB
ti zan	VERB
ti zang	VERB
ti zâng	VERB
ti zangkhai	VERB
ti zângkhai	VERB
ti zankhua	VERB
ti zar	VERB
ti zau	VERB
ti zauh	VERB
ti zawh tawh	VERB
ti zawi	VERB
ti zawih	VERB
ti zawk	VERB
ti zâwk	VERB
ti zawl	VERB
ti zawm	VERB
ti zawn	VERB
ti zawngchhang	VERB
ti zawp	VERB
ti zawr	VERB
ti zawt zawt	VERB
ti zei	VERB
ti zek	VERB
ti zêk	VERB
ti zek zek	VERB
ti zêk zêk	VERB
ti zel	VERB
ti zem	VERB
ti zem zem	VERB
ti zêm zêm	VERB
ti zen	VERB
ti zen zen lo	VERB
ti zeng	VERB
ti zep	VERB
ti zet	VERB
ti zet zet	VERB
ti zeuh	VERB
ti zeuh zeuh	VERB
ti zia awm	VERB
ti ziah	VERB
ti zial	VERB
ti ziau	VERB
ti zim	VERB
ti zing	VERB
ti zip	VERB
ti zo	VERB
ti zo ruai	VERB
ti zo tawh	VERB
ti zo tep	VERB
ti zo têp	VERB
ti zuai	VERB
ti zual	VERB
ti zuau	VERB
ti zui	VERB
ti zuih	VERB
ti zuk	VERB
ti zum	VERB
ti zung	VERB
ti zung zung	VERB
ti zur	VERB
ti zut	VERB
țiah țiah	VERB
tial vawm	VERB
tiam chin	VERB
tiam tiam	VERB
ṭiam ṭiam	VERB
tian khawm	VERB
tiang khek	VERB
tiang ringa kal	VERB
ṭiang ṭiang	VERB
țiang țiang	VERB
tiangval hre	VERB
tiat pui	VERB
ṭiau lung	VERB
țiau lung	VERB
tiau san	VERB
ti-awl awl	VERB
ti-awm takin	VERB
ti-âwm takin	VERB
tib pamhmai	VERB
tibak tihbak	VERB
tibang bang	VERB
ti-bawrh bawrh	VERB
ticham cham	VERB
tichangel hmun	VERB
tichau chau	VERB
ti-chawih chawih	VERB
ti-chawng chawng	VERB
tichawp chawp	VERB
ti-chawp chawp	VERB
ti-chawt chawt	VERB
ti-cheng cheng	VERB
ti-chep chep	VERB
tichi ai	VERB
tichi âi	VERB
tichî ai	VERB
tichî âi	VERB
tichiau riau	VERB
tiduk	 tituk/tihduk	VERB
ti-fiap fiap	VERB
ti-fiat fiat	VERB
tih ah	VERB
tih ah chuan	VERB
tih al	VERB
tih awh	VERB
tih awi loh	VERB
tih àwi loh	VERB
tih awih	VERB
tih awl	VERB
tih awm	VERB
tih awn	VERB
tih âwn	VERB
tih awng	VERB
tih awp	VERB
tih belkan	VERB
tih bial	VERB
tih boral	VERB
tih buai	VERB
tih buai hrep	VERB
tih buangbar	VERB
tih buk	VERB
tih bun	VERB
tih bung	VERB
tih chah	VERB
tih chak	VERB
tih cham cham	VERB
tih chan	VERB
tih chan chan	VERB
tih changkan	VERB
tih chap chap	VERB
tih char	VERB
tih chat	VERB
tih chau chau	VERB
tih chauh	VERB
tih chavaih	VERB
tih chawih chawih	VERB
tih châwih châwih	VERB
tih chawng chawn	VERB
tih chawt chawt	VERB
tih chep	VERB
tih chep chep	VERB
tih chereu	VERB
tih chhiat	VERB
tih chhin	VERB
tih chhuah	VERB
tih chhuak	VERB
tih chi ai	VERB
tih chi chawna	VERB
tih chum	VERB
tih dak	VERB
tih dal	VERB
tih dam	VERB
tih dan	VERB
tih dan la	VERB
tih dan zir	VERB
tih dap	VERB
tih dar	VERB
tih darh	VERB
tih darhsarh	VERB
tih dawn	VERB
tih dir	VERB
tih duhdah	VERB
tih duk	VERB
tih dul	VERB
tih dum	VERB
tih dûm	VERB
tih dun	VERB
tih ek	VERB
tih emah chuan	VERB
tih êmah chuan	VERB
tih en	VERB
tih ên	VERB
tih er	VERB
tih et et	VERB
tih fai	VERB
tih far	VERB
tih fat	VERB
tih fawk	VERB
tih fawn	VERB
tih fâwn	VERB
tih fawr	VERB
tih fâwr	VERB
tih fe	VERB
tih fê	VERB
tih fel	VERB
tih fem	VERB
tih fer	VERB
tih fet	VERB
tih fi kian	VERB
tih fiah	VERB
tih fiam	VERB
tih fiap fiap	VERB
tih fiat fiat	VERB
tih fihlim	VERB
tih fik	VERB
tih fim	VERB
tih fir	VERB
tih fithlak	VERB
tih fo	VERB
tih fual	VERB
tih fuh	VERB
tih fuk	VERB
tih fulh	VERB
tih funi	VERB
tih fut fut	VERB
tih ha	VERB
tih hah	VERB
tih haih haih	VERB
tih hamthat	VERB
tih hamţhat	VERB
tih har	VERB
tih he	VERB
tih hê	VERB
tih heu	VERB
tih hit	VERB
tih hlim	VERB
tih hlo	VERB
tih hmai mawk	VERB
tih hna fum	VERB
tih hniam	VERB
tih hnuai	VERB
tih hnufum	VERB
tih hram	VERB
tih hriam	VERB
tih hrilhhai	VERB
tih huai	VERB
tih huai huai	VERB
tih huh	VERB
tih hul	VERB
tih hul hual	VERB
tih hulum	VERB
tih ing euh	VERB
tih ip	VERB
tih îp	VERB
tih itawm	VERB
tih îtawm	VERB
tih kak	VERB
tih kal	VERB
tih kan	VERB
tih kar	VERB
tih kau	VERB
tih kaurau	VERB
tih kawi	VERB
tih kawih	VERB
tih khanglan	VERB
tih khat	VERB
tih kher kher	VERB
tih khi	VERB
tih khik	VERB
tih khu khu	VERB
tih koh koh	VERB
tih ku ku	VERB
tih laklawh	VERB
tih lal	VERB
tih lam dan	VERB
tih lan	VERB
tih lap	VERB
tih lar	VERB
tih lau	VERB
tih law law	VERB
tih lawk	VERB
tih lawm	VERB
tih lawn	VERB
tih lawr	VERB
tih lawt lawt	VERB
tih lâwt lâwt	VERB
tih le lo	VERB
tih lehlin	VERB
tih lei	VERB
tih lei hnawn	VERB
tih lek	VERB
tih lem	VERB
tih lem chuan	VERB
tih lêm chuan	VERB
tih len	VERB
tih lepse	VERB
tih let	VERB
tih leu	VERB
tih liam	VERB
tih liam liam	VERB
tih liang liang	VERB
tih liau	VERB
tih lim	VERB
tih loh tih loh tih	VERB
tih loh tur	VERB
tih luattuk	VERB
tih luh	VERB
tih luh lul	VERB
tih luih	VERB
tih luih tir	VERB
tih lum	VERB
tih lun	VERB
tih lung awi	VERB
tih lung nih	VERB
tih lungchhiat	VERB
tih lungdam	VERB
tih lungngaih	VERB
tih mak	VERB
tih makmawh	VERB
tih mam	VERB
tih man hla	VERB
tih manawm	VERB
tih mang	VERB
tih mangan	VERB
tih mar	VERB
tih mauh	VERB
tih mawh	VERB
tih mawi	VERB
tih mawih	VERB
tih mawm	VERB
tih mek	VERB
tih men	VERB
tih miau	VERB
tih mil	VERB
tih mim	VERB
tih min	VERB
tih mit	VERB
tih mualpho	VERB
tih muan	VERB
tih muk	VERB
tih mut	VERB
tih na	VERB
tih nal	VERB
tih nalh	VERB
tih nat	VERB
tih nawi	VERB
tih nawm	VERB
tih nawmnah	VERB
tih nawn	VERB
tih nawrh	VERB
tih nei	VERB
tih neih	VERB
tih nek	VERB
tih nelawm	VERB
tih nem	VERB
tih nep	VERB
tih ner	VERB
tih neu	VERB
tih nga nga	VERB
tih ngaihnawm	VERB
tih ngani	VERB
tih ngap	VERB
tih ngat	VERB
tih ngat ngat	VERB
tih ngaw	VERB
tih ngawih	VERB
tih ngawl	VERB
tih ngawr	VERB
tih ngawrh	VERB
tih ngawt ngawt	VERB
tih ngek	VERB
tih ngel	VERB
tih ngen	VERB
tih nger nger	VERB
tih nget nget	VERB
tih ngil	VERB
tih ngo	VERB
tih nguai	VERB
tih ngui	VERB
tih ngut ngut	VERB
tih ni kan	VERB
tih nil	VERB
